num,title,date,answer_x,content,answer_y,depart
39334,영업장 방치 차량 해결해주세요,2018.08.31,답변완료,"자동차 정비를 하는 곳입니다.
해당 업장에 차량 수리하신다고 가져다 두고 다시 수리를 않하신다고 연락온후
차량을 2월 1일 맡긴 후 찾아 가지 않고 있습니다.


차주는 2월 까지는 연락을 받았지만 이후 연락이 않되어 내용 증명을 수차례 보냈지만,
반송되어 돌아오는 상태며, 전화도 않되고 문자를 보내도 오지 않고 있습니다.

현재 저희 업장에 불법 주차로 막대한 지장을 초래 하고 있습니다. 

이런 차량들이 골목길같은 곳에 보관되면 주변 장소를 우범 지역으로 만들고 지역 미관을 
해치는 주범이 됩니다.

이부분 꼭 생각하여 해결될 수 있도록 진행 부탁드립니다.","1. 구정 업무에 관심을 가져주신 귀하께 감사드립니다.2. 귀하께서 우리 구에 신고하신 민원사항에 대하여 답변드리겠습니다.3. 자동차관리법 제26조 제1항 제3호[‘정당한 사유없이 자동차를 타인의 토지에 방치하는 행위’]를 살펴보면, 여기에서 타인의 토지는 타인이 소유하거나 점유하고 있는 토지로써 자동차 소유자 또는 점유자가 임의로 사용할 수 없는 토지를 의미합니다.해당 차량은 수리를 위하여 귀하의 정비업체에 입고된 차량으로 임의로 사용할 수 없는 토지에 해당되지 않으며, 해당 법조항인 ‘정당한 사유없이’ 부분을 법원 판결 선고 없이 신고상으로만 판단해서 처리할 수 없습니다. 판례상으로도 자동차에 대한 관리를 사실상 포기한 경우에 해당해야 하나 위 신고내용만으로 차량관리를 사실상 포기한 경우라고 볼 수 있는 여지가 부족하다고 판단됩니다.다만, 법령상 차량방치는 차주의 자진처리 미 처리시 최종적으로 차량 폐차(매각) 및 형사처분 등을 할 수 있음을 규정하고 있어 차량방치 여부를 종합적으로 판단하여 행정행위를 제한적으로 행사할 수밖에 없습니다.또한 정당한 사유의 유무 및 사유재산권(자동차) 강제처리로 인한 분쟁이 발생될 수 있어 해당 토지 및 건물 소유자의 책임(차주의 차량 재산권 박탈로 인한 민사적 책임)하에 신고를 받아 행정처리를 진행하고 있습니다.4. 이점 양지하시기 바라며, 향후 무단방치차량에 대하여 문의사항이 있으시면 중구 교통운수과(☎032-760-7673)로 연락하여 주시기 바랍니다. 붙임  2018년9월10일-a0-민원상담목록번호39334 1부.  끝.",도시관리국 교통운수과
39301,골든튤립호텔 영업권관련 담당공무원에게 여쭤봅니다.,2018.08.30,답변완료,"영종도 골든튤립 복수영업허가관련해서 여쭙니다.
그동안 많은 민원을 올려봤지만 항상 관련내용에 대한 성실한 답보다는 
복사해서 붙여넣기식의 답을 해주었습니다.

각설하고 본론만 묻겠습니다.
성의있는 답변바랍니다.

1. 인천감사실에서는 영업허가를 내기전 '실사'를 다녀와야한다고 했습니다.
HTC에게 영업신고를 수리하기전 '실사'나오셨습니까?


2. 영업허가시에 '집건법'은 고려대상입니까 아닙니까?



이 두가지에 대해 책임을 가지고 답변해주시길 바랍니다.

담당공무원분들도 많은 민원과 항의방문에 지치셨을 것입니다.
우리가 이렇게까지 소리높이는 이유를 진지하게 한번만 생각해주시길 바랍니다.
공무원이라면 개인의 감정이나 이익보다 법에 따라 업무를 진행해야하는 것입니다.
그러나 제 생각엔 담당하시는 분들이 그렇지 않다고 생각합니다.
어느 정도의 재량이 있을 수도 있겠지요.
하지만 그 재량으로 인해 다수의 사람에게 막대한 피해를 입힌다면 그건 재량을 남용하는 것이 될 것입니다.
부디 이런저런 감정은 배제하시고 상식과 원칙 그리고 법에 의해서만 이 건을 바라봐주시길 바랍니다.","1. 안녕하십니까! 귀하께서 중구 홈페이지에 신청하신 민원에(접수번호 201808302247499537)에 대하여 다음과 같이 알려드립니다.2. 「공중위생관리법 시행규칙」 제3조(공중위생영업의 신고)에 의거 공중위생영업의 신고를 하려는 자는 영업의 종류별 시설 및 설비기준에 적합한 시설을 갖춘 후 신고서와 구비서류를 제출하여야 하며, 신고를 받은 구청장은 서류 검토 후 신고증을 교부하여야 합니다.3. 같은 조에 시설 및 설비에 대한 확인이 필요한 경우에는 영업신고증을 교부한 후 15일 이내에 확인하여야 한다고 규정되어 있으며, ㈜영종골든튤립도 영업신고증 교부 후 시설 및 설비 확인이 없었음을 알려드립니다.4. 「집합건물의 소유 및 관리에 관한 법률」 제11조(공유자의 사용권) 규정에 의하면 ‘각 공유자는 공용부분을 그 용도에 따라 사용할 수 있다.’고 명시되어 있는 바, 타운영사는 전유부분은 물론 공용부분에 대한 사용권이 확보된 상태에서 영업신고하였고, 우리구는 서류검토 후 영업신고 수리하였음 알려드립니다.5. 현재 분양형 호텔의 민원 급증으로 보건복지부에서는 숙박업 신고제도 개선과 관련한 연구를 진행하고 있으니 참고하시기 바랍니다.  끝.",영종용유지원단 친환경조성과
39286,생활형 숙박시설이 온라인에 오피스텔처럼 전월세를 맞추는 걸 막아주세요,2018.08.30,답변완료,"영종도 운서역 2번 출구에 있는 삼성홈큐브 생활형숙박시설을 온라인에서 전월세를 맞추고 있는데
할수 없는 숙박업소에서 임대업을 하는 것을 막아주세요
온라인 네이버 부동산이나 직방 다방 등등 올리지 못하도록 조취 해주시기 바랍니다
임대사업을 낸 물건이 왜왜왜 주택임대를 맞추고 있는건....
전입신고를 합법적으로 할 수 있는 물건인....
제가 알기론 불법이라 이렇게 글을 올리니
제가 잘못 알고 있다면 빠른 답변 부탁드립니다
벌써 2달 가까이 오피스텔을 공실로 가지고 있는 피해자의 한사람으로 빠른조치 해 주시고
인터넷이 이렇게 불법 물건들이 비일비재 한대 왜 아무조치를 안하고 있는지 해당부서에선 빠르게 
조치해 주시기 바랍니다","첨부파일 참고
※ 첨부파일 : 
새올 상담민원 답변 (제목 생활형 숙박업 레지던스를 인터넷에 오피스텔 물건으로 불법 거래중).hwp",영종용유지원단 교통지적과
39268,재차 인일여고 주변 클린하우스 이전과 주변 주민들과 학생들의 통행로 확보바랍니다.,2018.08.30,답변완료,"클린하우스 이전건에 대한 중구청 담당자의 답변

1. 귀하께서는 인일여고 옆 전동빌리지 주변에 위치한 클린하우스로 인해 불편을 겪고 계신것으로 생각됩니다.

2. 우리 구에서는 해당 클린하우스에 대하여 주,야간 무단투기 단속활동을 실시하고 있으며 주기적인 물세척 작업으로 악취제거를 위해 노력하고 있으나 음식물 등의 무단투기 행위가 지속적으로 발생하고 있는 실정입니다.

3. 이에 단속 및 순찰활동을 더욱 강화하고 청소작업 등 관리에 만전을 기하도록 하겠으나 개선이 되지 않는다면 금년 중에 철거하도록 하겠습니다.


*인천 중구청 공무 담당자의 답변중

...개선이 되지 않는다면 금년 중에 철거하도록 하겠습니다.

클린하우스를 왼쪽으로 차한대가 들어갈 빈공간에 이전해달라고 했건만 철거하겠다고 으름장을 놓고 있네요
.
이 언사를 어떻게 받아들여야 할지 그저 어이없음 입니다. 여적 인천시 중구 거주 민원인들을 그런식으로 대

했다는거네요!!!!!!


답변을 읽어보면 탁상행정이 아직도 존재함을 확인하네요.

직접 와보시긴 하였나요?

비가 많이도 온 요즘 바퀴벌레들이 벽을 타고 사방에서 들어와 살수가 없어 이사를 신중히 고려합니다.

민선 자치제가 되었다는데 인일여고 졸업한지 30년이 지났건만 하나도 바뀐게 없네요.

그때나 지금이나 도로의 악취와 차도는 있으나 인도는 없고 차와 뒤엉켜 곡예를 해야했던 30년전....

다시 돌아온 고향 4년차이건만 후회막급입니다.말로만 듣던 행정의 사각지대이군요...ㅠㅠ

인천시 어디를 다녀봐도 거주지 바로 옆에 클린하우스를 설치한걸 못봤네요. 아무리 치워봐도 24시간 악취

와 소음이 엄청나다는걸 다들 알기 때문이죠.또한 중고등 학교는 스쿨존이 법제화가 안되었다고는 하나 부천

시와 서울시는 중고등학교도 포함 실시한다고 신문에서 읽어 알고 있습니다. 인천 중구청 주민들과 학생들

은 부천시보다 세금을 덜내는가요? 아님 부천시보다 행정력이 월등히 떨어지나요? 이사온지 4년동안 젊은사

람들은 점점 이사를 가고 노인들만 남고있는 현실에 분통이 터집니다. 서울에서 망하면 인천 중구로 온다는

 어느 국회의원의 말은 망발이 아니라 현실이었읍니다. 어디가서 중구에 산다고 창피해서 말도 꺼내지 못하

는 이 환경.살고자 이사온 젊은 새댁들이 열악한 주변 주거환경에 아이를 키울수없어 이사를 가야한다니!!!

이사않가고 살고싶습니다. 클린하우스 이전과 학생들과 거주민의 통행로 확보 다시금 부탁드립니다.4년을

참아도 달라지지않는 주거환경에 더이상 참을길 없어 글을 남기오니 수고스럽겠지만 진심어린 행정처리 고대

하겠습니다()","안녕하십니까? 귀하께서 진정하신 민원 (제목:재차 인일여고 주변 클린하우스 이전과 주변 주민들과 학생들의 통행로 확보바랍니다.) 관련하여 답변드리겠습니다.  ○ 인일여고 앞 클린하우스는 아래와 같은 이유로 10월 중에 철거예정이오니 참고하여 주시기 바랍니다.    - 우리 구에서는 해당 클린하우스를 청결히 관리하기 위하여 주기적인 물세척 작업, 공공근로자 배치, 주·야간 무단투기 단속, 무단투기 금지 관련 현수막 및 안내판 게첩, 인근 주민에 대한 계도·홍보 활동 등 최선의 노력을 다하고 있으나 지속적으로 무단투기가 발생하여 악취가 발생하는 등 민원이 다수 제기되고 있습니다.    - 인일여고 앞 참외전로72번길 일대에 보행자 인도가 조성되어 있지 않아 안전사고가 발생하여 언론보도 되는 등 문제점이 발생하여 우리 구 건설과에서 인도설치를 추진 중에 있으며 이와 관련 클린하우스 시설물의 철거 협조 요청이 있는 바, 주민들의 통행권 및 안전 확보를 위하여 철거가 불가피하다고 판단됩니다.  ○ 클린하우스 철거 후 쓰레기 문전배출이 정착될 수 있도록 홍보활동을 시행하겠으며 단속 및 계도 활동을 병행하여 청결한 주거환경을 조성할 수 있도록 노력하겠습니다.  귀한 의견 주신 귀하께 감사드리며, 불편사항이나 추가 문의사항은 중구 자원순환과(☎032-760-7416)로 연락주시면 성심성의껏 답변드리겠습니다.",주민생활지원국 자원순환과
39264,밤과 아침에 공기중에 냄새가 납니다,2018.08.29,답변완료,"영종도 일대에 밤과 아침에 이상한 냄새가 자주납니다.
아침에는 약간 시큼한 냄새가 나는 경우가 종종있고
밤에는 가스냄새 같기도 하고 기름냄새 같기도 하고
연탄타는 냄새도 납니다.

동네 맘카페에도 이런 의견이 자주 올라오는데요.
송도에서는 발암물질  포함된 냄새가 발견되었다고 하는데
영종도의 냄새도 원인 밝혀주셨으면 좋겠습니다.","구정발전을 위한 관심과 협조에 감사드리며, 새올전자민원창구 민원상담에 신청하신「밤과 아침에 공기중에 냄새가 납니다」에 대하여 다음과 같이 답변 드립니다.○ 악취는 바람 등에 의해 빠르게 이동하므로 특성상 배출원을 찾기가 쉽지 않은 상황이며, 특히 영종지역은 환경관련 배출시설이 많이 존재하지 않아 원인을 찾기가 쉽지 않은 상황입니다.○ 우리구에서는 귀하께서 말씀하신 민원과 관련하여 공항신도시 주변에 위치한 공항소각장 및 주변 제조시설(스태츠칩팩코리아)을 방문하여 대기배출시설 및 악취와 관련한 지도점검을 실시하고, 악취시료를 포집하여 보건환경연구원에 오염도 검사를 의뢰하였으나, 적합으로 판정되었음을 알려드립니다.○ 향후, 우리구에서는 쾌적한 환경조성을 위하여 공항신도시 주변에 대한 주기적인 순찰로 악취 민원 사전예방에 만전을 기하겠으며, 악취로 인한 불편사항 및 기타 문의사항이 있으시면 중구청 친환경조성과(☎760-7746)로 연락주시면 성심 성의껏 답변해 드리겠습니다. 감사합니다.  끝.",영종용유지원단 친환경조성과
39144,레지던스 불법임대차 거래 관련 규제,2018.08.27,답변완료,"스카이 파크리움 오피스텔 소유자입니다. 장기간 임대가 되지 않아 걱정을 하고 있습니다. 그런데 최근 알게 된 것은, 운서역 근처에서 성행하는 레지던스 불법 임대차 거래로 인해 파크리움 오피스텔의 임대가 전혀 되지 않고 있다는 사실이었습니다. 중구청에서는 불법 레지던스 임대차 거래에 대해 꼭좀 신경을 써주시기 바랍니다.","1. 귀하의 가정 내 행복이 가득하시기를 기원합니다.2. 새올전자민원창구 민원상담-201808271519219379(2018. 8. 27.)호와 관련하여 귀하께서 제기하신 레지던스 불법임대차 거래 관련 규제 민원에 대해 답변 드리겠습니다.3. 운서역 인근 중개사무소를 현장방문하여 생활숙박시설 거래계약서 및 중개대상물 확인설명서를 확인한 결과 거래계약서에 전입신고와 관련한 합의사항을 명시하고 있으며, 생활숙박시설 용도에 따른 비주거용 건축물 중개대상물 확인설명서를 작성하고 있음을 확인하였습니다.4. 조사결과 해당사항은 「공인중개사법」상 위법사항을 발견하지 못하였으며, 귀하께서 제기하신 민원의 관련자료를 추가 제출해 주시면 위반사항을 조사하여 위법사항이 발견될 경우 행정처분 할 수 있음을 알려드립니다.5. 기타 문의사항이 있는 경우 영종용유지원단 교통지적과 지적팀(☎760-7769)로 문의하시면 성실히 답변 드리겠습니다.  끝.",영종용유지원단 교통지적과
39087,소방도로에 불법 주차 차량 단속 및 주차 금지 표지 설치 요청,2018.08.25,답변완료,"동인천 내리교회 입구 소방도로에 불법 주차 차량으로 인해  사고 위험 등으로 생활에 큰 불편을 초래하는데도 전화 민원을 넣으면  그때만 단속하고나면 또 다른 차량들이 주차하는 악순환이 반복 되는데 근본적으로 주차를 못하도록 안내 표지판 및  cctv를 활용한 상시 단속으로 불법 주차하면 안된다는 사실을 인식시키는 근본적인 대책을 세워 주시기 바랍니다.
대책에 대한 사항은 정식으로 과장급 이상의 책임자 결제가 포함된 공문서로 작성해서 통보해 주시기 바라며 작성된 사항의 이행여부에 따른 법적 잭임을 물을 수 있음을 알려드리며 명확한 처리 결과를 알려 주시기 바랍니다.
※ 첨부파일 : 
54EC1BE1-2217-4D37-82AC-9646A7FDE993.jpeg
CB9CD6E2-5914-4F0A-ADDA-D879C60412B5.jpeg","새올상담민원에 대하여 아래와 같이 답변하고자 합니다.1. 안녕하십니까? 우리 구정에 관심을 가지시고 의견을 주셔서 감사 드립니다.   귀하께서 제기하신 동인천 내리교회입구의 불법주정차에 대하여 답변드리겠습니다. 2. 귀하께서 요청하신 내리교회 앞 도로에 주정차금지 노면표시 및 주정차금지 표지판은 바로 설치 및 표시하도록 하겠습니다. 지속적인 불법주정차로 발생되는 문제와 관련하여 강력한 계도 및 단속을 실시하여 통행환경개선과 주정차질서 확립을 위해 최대한 노력하겠으며, 불법주정차 CCTV 설치와 관련하여 귀하께서 요청하신 사항을 적극적으로 수용·검토하여 상시적인 불법주정차가 단속될 수 있도록 최선을 다하겠습니다. 3. 불법주정차 CCTV 설치의 경우 예산이 수반되는 사항으로 즉시 설치가 어려운 점을 널리 이해하여 주시기 바라며, 기타 궁금하신 점이 있으시면 중구청 교통운수과(☏ 760-7684)로 연락주시면 성심성의껏 답변드리겠습니다. 감사합니다.붙임  새올상담민원 1부.  끝.",도시관리국 교통운수과
39046,위험이나 위기 상황발생시 신속한 대처에 방해되는 울창한 나무를 정리해주세요,2018.08.24,답변완료,"수고많으십니다
과중한 행정업무에 바쁜줄 잘 아오나 어린이를 키우는 부모의 마음으로 살펴봐주시기 바랍니다
저는 비둘기어린이집에 간혹 조카를 데려다주고 있습니다
그런데 도로가 워낙 협소해서 차량진입이 중복되다보면 뒷차에게 미안하기도 했습니다
그러한 도로폭 문제는 쉽게 개선될 수 없다는 것은 잘 압니다

그러나 어린이집 전면에 커다란 나무가 건물 전체를 가리고 있고
그 안쪽으로 위험한 상황을 대비하여 아이들의 미끄럼틀이 설치되어 있는데요
너무 형식적인거 아닌가 싶습니다

탈출해야 하는 긴박한 상황이 발생되면 무엇보다 신속하게 진행되어야 하고
밖에서도 그 아이들을 받아주거나 도와주어야 하며
심지어 2층의 경우 사다리같은 걸로 걸쳐 놓고 진입을 해야 하는 상황이 당연히 발생되는데요

그 공간이나 장소가 거대한 나무로 가로막혀 있어서 과연 실제상황이 발생되었을 경우
발동동 굴리며 바라만보지 않고 내 아이를 구하듯 행동으로 실행할 수 있는지 의문이 듭니다

바쁘신 줄아오나
건물과 긴급대피로 전면부를 가리고 있는 나무는 어린이들의 안전앞에 방해가 된다고 생각합니다
제거하거나 높이가 낮은 나무로 바꿔주시기 바랍니다

안그래도 소방차도 진입하기 힘든 길입니다
신속한 대처에 방해된다고 생각합니다","1. 구정 업무에 관심을 가져 주심에 진심으로 감사를 드립니다.      2. 귀하가 질의하신 비둘기어린이집 외벽에 설치되어 있는 미끄럼틀 은 긴급상황 발생시 외부로 대피하기 위한 소방용 시설로  실제상황 발생시 기능을 유지할 수 있도록 상시 관리가 필요한 시설입니다. 이에 우리구에서는 매년 10월경 조경사업 추진시 해당부서의 협조를 통해 비둘기어린이집 나무 가지치기를 시행해 오고 있으며, 올해도 10월경에 가지치기를 추진할 계획이었으나 어린이집을 이용하는 유아들의 안전을 위해 지난 8월 중순경 미끄럼틀에 장해가 되는 나뭇가지를 제거완료 하였습니다.      4. 향후에도 관내 어린이집을 이용하는 육아들이 질높은 보육 서비스를 제공 받을수 있도록 복지행정 구현에 최선을 다해 나가도록 하겠습니다.       5. 귀하의 질문에 충분한 답변이 되었기를 바라며, 구정에 애정어린 관심을 보여주신 점 다시한번 감사드립니다.  끝.",주민생활지원국 교육지원과
39027,태풍시 공사장 크레인이 설치되어있는것이 괜찮은가요?,2018.08.23,답변완료,"저희집이 20층인데
집앞 공사하는곳에 높게 크레인이 설치 되어있어요
태풍이 와도 크레인이 있는게 괜찮은가요?
바람이 세게 불면 너무 위험히지 않을까요?","1. 평소 구정발전에 많은 관심을 가져 주심에 감사드립니다.2. 귀 하께서 제기하신 ‘태풍시 공사현장 타워크레인 안전설치 여부’ 관련 타워크레인 전도  발생 우려로 불안감을 느끼시게 된 점에 대해서 진심으로 안타깝게 생각합니다. 3. 이에, 우리 구는 태풍으로 인한 대형 피해가 발생치 않도록 공사 시공자에게 태풍시 타워크레인 안전조치 및 공사현장 안전관리에 만전을 기하도록 행정지도 하였음을 알려 드리며 기타 궁금하신 사항이 있으시면 우리 구 건축과(032-760-7482)로 문의하여 주시기 바랍니다.  끝.",도시관리국 건축과
38916,버스정거장 조명 부탁드려요,2018.08.22,답변완료,"버스 이용을할때 버스정거장에 밤시간대에  운남교차로와 잔다리정거장 등이 켜져있지않아서 주변 주민들이
버스를 기다릴때 불편하여 말씀드립니다.
영종물류고쪽에서는 버스정거장에 등이 들어와 기가리는동안 이용이 용이하던데 건의드리는 이곳은 주변이 어두우니 말씀드립니다.","1. 귀하의 버스정거장 환경개선에 대한 관심, 감사인사 드립니다.2. 귀하께선 말씀하신「버스정거장 조명 설치」건에 대해 답변 드리겠습니다.3. 우리 구에서는 주민들의 버스승강장 이용에 불편함이 없도록 「버스승강장 태양광 조명 설치사업」을 매년 진행 중(상반기 실시 완료)에 있습니다.4. 귀하께서 말씀하신 승강장에 대해서는 향후 현장 확인 및 예산 상황을 검토하여 최대한 빨리 설치 될 수 있도록 노력 하겠습니다. ※ 예산 상황에 따라 설치가 지연 될 수 있음을 양해 부탁드립니다.5. 다시한번 귀하의 버스정거장 환경 개선에 대한 관심, 감사드리며 귀하의 가정에 행복이 가득하길 기원합니다.  끝.",영종용유지원단 교통지적과
38903,공동주거지 인근 노천소각 신고,2018.08.21,답변완료,"운서동 영종고 앞 텃밭의 불법 노천소각을 신고합니다.

8월 19일 오전 6시 50분경 부터 7시 20분까지 약 30분간 있었던 일입니다.

요즘 날씨가 더워 많은 주민들이 항상 창문을 열어놓고 있는데 저런 불법 소각에 따른 피해를 고스란히 받았습니다.

단순히 풀뿌리 같은 생물성연소가 아니라 도대체 무엇을 태우는지 목이 아플 정도였습니다.

노천소각은 요즘 사회적으로 문제가 되는 미세먼지 뿐만 아니라 맹독성 물질인 다이옥신도 배출한다고 합니다.

인근 주민의 건강에 위해를 끼치는 주거지 인근 텃밭에서 벌어지는 불법 노천소각에 대해
관련 부서에서 강력한 단속 및 계도, 주의 부탁드립니다.
※ 첨부파일 : 
20180819_070425_resized_1.jpg
20180819_070224_resized_1.jpg
20180819_070809_resized_1.jpg",1. 우리 동 발전에 관심을 가져주신 귀하께 감사의 말씀을 드립니다.2. 귀하의 민원에 따른 현장 방문 결과 LH 토지 내에서 불특정자가 농작물을 불법으로   경작하는 과정에서 건초 등을 소각한 사항으로 확인되었습니다.3. 현장에서 원인행위자는 찾지 못하였으나 차후 환경순찰을 강화하여 불법 소각에       따른 불편함이 없도록 최선을 다하겠습니다.4. 기타 궁금한 사항은 운서동 행정복지센터(☎ 760-6275)로 연락 주시면 성심성의껏     안내하겠습니다.붙임 민원상담목록 1부.  끝.,운서동
38789,건물 지반 침하 우려 및 공용면적 개인 점용 등,2018.08.20,답변완료,"선화동 뉴월드그린빌라 3동과 5동 주민 모두가 토로하는 불만사항입니다.
지하에 거주하는 개인이 빌라 3동과 5동 사이 공용면적(화단)을 막고 개인전용으로
사용하면서 온갖 잡동사니를 쌓아놓고 있어 지하층 세대 환기는 물론 사고의 위험도 있습니다.
또 없던 감나무와 화초 등을 심어놓고 계속 물을 뿌려 지반이 침하되고 있는 상황으로 건물이 기울어지고 있어 동 주민들이 불안해하고 있습니다.
특히 양쪽 통로를 막고 물건을 쌓아 놓아 통풍도 안되고 미관상 보기도 좋지 않습니다.
현장을 확인하시고 지반 침하 및 건물 기울어짐의 판단을 부탁드리며 통로를 트고 잡동사니 물건들을 치울 수 있도록 민원 해결을 부탁드립니다.
수고하세요.
※ 첨부파일 : 
1.jpg","1. 귀하의 가정에 건강과 화목을 기원합니다.2. 귀하께서 “선화동 10-12번지 상 건축물(뉴월드그린빌라)의 지하층 입주민이 건축물 공용부분을 개인이 점유하고 있어 통행불편 및 미관저해를 초래하고, 건축물주변에 지반 침하와 건물 기울어짐이 우려되니 현장확인 후 민원사항 해결을 요청”하신 사항과 관련하여 다음과 같이 답변드립니다.  ？ 답변 내용   - 공용부분의 건축물 통로를 개인이 무단으로 점유하고 있는 것이 확인되어 해당 입주민을 만나 시정할 것을 요청하였음을 알려드리며   - 건축물 통로에 적치된 물건들은 사유재산인 점을 감안하여 우리 구에서 강제하거나 직접적인 조치를 취할 수 없음을 이해하여 주시기 바랍니다.     - 아울러,「집합건물의 소유 및 관리에 관한 법률」 제43조(공동의 이익에 어긋나는 행위의 정지청구 등)에 따라 구분소유자가 공동의 이익에 어긋나는 행위를 한 경우에는 관리인 또는 관리단집회의 결의로 지정된 구분소유자는 공동의 이익을 위하여 그 행위를 정지하거나 그 행위의 결과를 제기하거나 그 행위의 예방에 필요한 조치를 할 것을 청구할 수 있음을 알려드리며, 기타 궁금하신 사항이 있으신 경우 건축과(☎032-760-7484)로 문의주시면 성심성의껏 답변해 드리겠습니다.  끝.",도시관리국 건축과
38412,재활용 클린하우스 이전해주십시요(),2018.08.14,답변완료,"인일여고 옆 거주하는 전동빌리지 주민입니다.
전동빌리지 건물 바로 옆에 클린하우스 설치한 이후 
바퀴벌레,모기,파리,오물의 악취...각종 재활용 병 투척할때마다 나오는 굉음등...
너무 심각한 주거환경이 되어 거주에 불편이 심각하오니 
자리를 인일여고 담벼락 옆으로 이전해주십시요
클린하우스 왼쪽은 주차장으로 해놓아서 
인일여고 학생들과 주변 거주민의 통행로가 없어져서 도로로 다니다가 사고날뻔 한적도 여러번입니다. 
주차장칸 삭제하시고, 그 자리에 클린하우스를 왼쪽으로 좀 이동해주시면 
통행로도 보장되고 옆 전동빌리지 주민들의 고충도 해결됩니다.
수고스럽겠사오나 무더위에 각종해충이 번식이 과대하여 집안으로 들어오고 있는 바
되도록이면 빠른 처리 부탁드립니다()","안녕하십니까? 귀하께서 진정하신 민원 관련하여 답변드리겠습니다.  1. 귀하께서는 인일여고 옆 전동빌리지 주변에 위치한 클린하우스로 인해 불편을 겪고 계신것으로 생각됩니다.  2. 우리 구에서는 해당 클린하우스에 대하여 주,야간 무단투기 단속활동을 실시하고 있으며 주기적인 물세척 작업으로 악취제거를 위해 노력하고 있으나 음식물 등의 무단투기 행위가 지속적으로 발생하고 있는 실정입니다.  3. 이에 단속 및 순찰활동을 더욱 강화하고 청소작업 등 관리에 만전을 기하도록 하겠으나 개선이 되지 않는다면 금년 중에 철거하도록 하겠습니다.  바쁘신 가운데도 귀한의견 주신 귀하께 감사드리며 불편사항이나 추가 문의사항은 중구 자원순환과(☎760-7416)로 연락주시면 성심성의껏 답변드리겠습니다.",주민생활지원국 자원순환과
38333,인성여중 앞 공영주차장 가로등 설치 요청 건,2018.08.13,답변완료,"인성여중 앞 공영주차장 내부에 가로등은 설치되어 있으나 작동되지 않아 조명이 전혀 없습니다. 
밤시간 안전히 주차 및 주차장을 이용할 수 있도록 설치 보수 요청 드립니다.",1. 우리 구의 행정발전에 관심을 가져주시는 귀하께 감사의 말씀을 드립니다.2. 민원 제기하신 사항에 대하여 현장을 출장하여 해당 공영주차장의 조명에 대한 문제를 확인하였으며 귀하의 불편사항이 해소될 수 있도록 조속히 정비를 시행할 예정이오니 이점 널리 이해하여 주시기 바랍니다.3. 기타 문의 사항이 있으시면 중구 교통운수과(760-7577)로 연락 주시면 성심껏 답변 드리겠습니다.  끝.,도시관리국 교통운수과
